Link,Player,College,Pick,Position,Team,Year
https://www.nfl.com/prospects/rashard-higgins/32004849-4732-2107-8b68-79212110bd89,Rashard Higgins,COLORADO STATE,161,WR,Cleveland Browns,2016
https://www.nfl.com/prospects/kenny-lawler/32004c41-5715-1948-de02-fb0304f79711,Kenny Lawler,CALIFORNIA,214,WR,Seattle Seahawks,2016
https://www.nfl.com/prospects/tajae-sharpe/32005348-4149-5155-e7a8-969107ac4215,Tajae Sharpe,UMASS AMHERST,129,WR,Tennessee Titans,2016
https://www.nfl.com/prospects/leonte-carroo/32004341-5255-9411-d434-c76ad52fee92,Leonte Carroo,RUTGERS,87,WR,Miami Dolphins,2016
https://www.nfl.com/prospects/malcolm-mitchell/32004d49-5450-2824-c23f-954590c3c61c,Malcolm Mitchell,GEORGIA,110,WR,New England Patriots,2016
https://www.nfl.com/prospects/mike-williams/32005749-4c00-0009-75a2-9fccf6994099,Mike Williams,CLEMSON,7,WR,Los Angeles Chargers,2017
https://www.nfl.com/prospects/corey-davis/32004441-5624-7957-ef31-0e38b3301e4b,Corey Davis,WESTERN MICHIGAN,5,WR,Tennessee Titans,2017
https://www.nfl.com/prospects/john-ross/3200524f-5361-6450-1052-04968bded2fc,John Ross,WASHINGTON,9,WR,Cincinnati Bengals,2017
https://www.nfl.com/prospects/juju-smith-schuster/3200534d-4982-9709-6877-2f8181b1e986,JuJu Smith-Schuster,USC,62,WR,Pittsburgh Steelers,2017
https://www.nfl.com/prospects/ardarius-stewart/32005354-4573-8995-a780-9074c0899947,ArDarius Stewart,ALABAMA,79,WR,New York Jets,2017
https://www.nfl.com/prospects/dede-westbrook/32005745-5355-1470-8067-83ca40023853,Dede Westbrook,OKLAHOMA,99,WR,Jacksonville Jaguars,2017
https://www.nfl.com/prospects/isaiah-ford/3200464f-5220-8311-e1cb-5d924d912ba3,Isaiah Ford,VIRGINIA TECH,211,WR,Miami Dolphins,2017
https://www.nfl.com/prospects/shelton-gibson/32004749-4277-1244-77de-9d4562257cac,Shelton Gibson,WEST VIRGINIA,150,WR,Philadelphia Eagles,2017
https://www.nfl.com/prospects/chris-godwin/3200474f-4454-9393-6eec-24189dd66641,Chris Godwin,PENN STATE,84,WR,Tampa Bay Buccaneers,2017
https://www.nfl.com/prospects/chad-hansen/32004841-4e61-2772-c6a9-08caa43eb67b,Chad Hansen,CALIFORNIA,130,WR,New York Jets,2017
https://www.nfl.com/prospects/zay-jones/32004a4f-4e40-3726-920b-837ea00d253e,Zay Jones,EAST CAROLINA,37,WR,Buffalo Bills,2017
https://www.nfl.com/prospects/cooper-kupp/32004b55-5053-4597-b958-87408c31956f,Cooper Kupp,EASTERN WASHINGTON,69,WR,Los Angeles Rams,2017
https://www.nfl.com/prospects/josh-reynolds/32005245-5939-8905-3a79-3286353be377,Josh Reynolds,TEXAS A&M,106,WR,Los Angeles Rams,2017
https://www.nfl.com/prospects/curtis-samuel/32005341-4d63-3285-ce5d-61e91947654e,Curtis Samuel,OHIO STATE,40,WR,Carolina Panthers,2017
https://www.nfl.com/prospects/taywan-taylor/32005441-5971-6250-197f-078bbce0e7cb,Taywan Taylor,WESTERN KENTUCKY,72,WR,Tennessee Titans,2017
https://www.nfl.com/prospects/noah-brown/32004252-4f56-7406-27bf-fae9f5eeb8ad,Noah Brown,OHIO STATE,213,WR,Dallas Cowboys,2017
https://www.nfl.com/prospects/amara-darboh/32004441-5203-2327-c092-d07f965cf947,Amara Darboh,MICHIGAN,106,WR,Seattle Seahawks,2017
https://www.nfl.com/prospects/carlos-henderson/32004845-4e04-6638-5abe-94794047eb7f,Carlos Henderson,LOUISIANA TECH,82,WR,Denver Broncos,2017
https://www.nfl.com/prospects/mack-hollins/3200484f-4c28-0459-95b9-52d98e1b03e6,Mack Hollins,NORTH CAROLINA,107,WR,Philadelphia Eagles,2017
https://www.nfl.com/prospects/rodney-adams/32004144-4155-5214-265d-3368798b4bd3,Rodney Adams,UNIVERSITY OF SOUTH FLORIDA,154,WR,Minnesota Vikings,2017
https://www.nfl.com/prospects/calvin-ridley/32005249-4465-2384-7253-3a4b46622aa9,Calvin Ridley,ALABAMA,26,WR,Atlanta Falcons,2018
https://www.nfl.com/prospects/deon-cain/32004341-4912-9929-9156-543135057eaa,Deon Cain,CLEMSON,171,WR,Indianapolis Colts,2018
https://www.nfl.com/prospects/dj-chark/32004348-4155-3392-9ee6-7f21c24c95c9,DJ Chark,LSU,61,WR,Jacksonville Jaguars,2018
https://www.nfl.com/prospects/christian-kirk/32004b49-5225-7918-e402-81feed3bdafb,Christian Kirk,TEXAS A&M,47,WR,Arizona Cardinals,2018
https://www.nfl.com/prospects/dj-moore/32004d4f-4f27-2423-f0b4-728a741b03cb,DJ Moore,MARYLAND,24,WR,Carolina Panthers,2018
https://www.nfl.com/prospects/courtland-sutton/32005355-5433-3526-b2bf-88d6b83781c0,Courtland Sutton,SMU,40,WR,Denver Broncos,2018
https://www.nfl.com/prospects/michael-gallup/32004741-4c77-9981-95e1-30b1c57c6002,Michael Gallup,COLORADO STATE,81,WR,Dallas Cowboys,2018
https://www.nfl.com/prospects/daesean-hamilton/32004841-4d20-0565-a51e-2028f6290d41,DaeSean Hamilton,PENN STATE,109,WR,Denver Broncos,2018
https://www.nfl.com/prospects/anthony-miller/32004d49-4c14-0090-2d8a-386614adf145,Anthony Miller,MEMPHIS,51,WR,Chicago Bears,2018
https://www.nfl.com/prospects/dante-pettis/32005045-5473-5981-8eda-5f27db81c106,Dante Pettis,WASHINGTON,44,WR,San Francisco 49ers,2018
https://www.nfl.com/prospects/equanimeous-st-brown/32005354-4256-3610-e58a-b682f5824735,Equanimeous St. Brown,NOTRE DAME,193,WR,Green Bay Packers,2018
https://www.nfl.com/prospects/james-washington/32005741-5339-8381-df30-c40eef116ddf,James Washington,OKLAHOMA STATE,60,WR,Pittsburgh Steelers,2018
https://www.nfl.com/prospects/marcell-ateman/32004154-4529-0703-7ce9-1f66ee0944e7,Marcell Ateman,OKLAHOMA STATE,202,WR,Las Vegas Raiders,2018
https://www.nfl.com/prospects/antonio-callaway/32004341-4c61-2552-abe1-70ec5629d91c,Antonio Callaway,FLORIDA,101,WR,Cleveland Browns,2018
https://www.nfl.com/prospects/keke-coutee/3200434f-5575-1041-42e7-23072fa2ee4f,Keke Coutee,TEXAS TECH,99,WR,Houston Texans,2018
https://www.nfl.com/prospects/j-mon-moore/32004d4f-4f43-0639-5da2-4b37b85099d0,J'Mon Moore,MISSOURI,129,WR,Green Bay Packers,2018
https://www.nfl.com/prospects/tre-quan-smith/3200534d-4976-4556-d545-e418d85634bb,Tre'Quan Smith,UCF,91,WR,New Orleans Saints,2018
https://www.nfl.com/prospects/braxton-berrios/32004245-5245-6050-b9d8-8b288006bd46,Braxton Berrios,MIAMI,196,WR,New England Patriots,2018
https://www.nfl.com/prospects/daurice-fountain/3200464f-5516-4323-2b2c-a73ee02f382e,Daurice Fountain,NORTHERN IOWA,150,WR,Indianapolis Colts,2018
https://www.nfl.com/prospects/russell-gage/32004741-4713-0654-eda3-03cdf234354d,Russell Gage,LSU,180,WR,Atlanta Falcons,2018
https://www.nfl.com/prospects/dk-metcalf/32004d45-5436-3377-5806-d2746f1b94aa,DK Metcalf,MISSISSIPPI,64,WR,Seattle Seahawks,2019
https://www.nfl.com/prospects/marquise-brown/32004252-4f41-3218-bf76-54f4042e0396,Marquise Brown,OKLAHOMA,25,WR,Baltimore Ravens,2019
https://www.nfl.com/prospects/a-j-brown/32004252-4f41-3223-e4c5-1e30dffa87f8,A.J. Brown,MISSISSIPPI,51,WR,Tennessee Titans,2019
https://www.nfl.com/prospects/parris-campbell/32004341-4d23-0411-19c3-b6e460708ae9,Parris Campbell,OHIO STATE,59,WR,Indianapolis Colts,2019
https://www.nfl.com/prospects/deebo-samuel-sr/32005341-4d63-6097-eab1-34810e00be67,Deebo Samuel Sr.,SOUTH CAROLINA,36,WR,San Francisco 49ers,2019
https://www.nfl.com/prospects/n-keal-harry/32004841-5265-4593-d716-d972ec2d4468,N'Keal Harry,ARIZONA STATE,32,WR,New England Patriots,2019
https://www.nfl.com/prospects/riley-ridley/32005249-4465-5571-9152-169716f4ce38,Riley Ridley,GEORGIA,120,WR,Chicago Bears,2019
https://www.nfl.com/prospects/j-j-arcega-whiteside/32004152-4333-6505-70a1-e94c6ecf2bd3,J.J. Arcega-Whiteside,STANFORD,57,WR,Philadelphia Eagles,2019
https://www.nfl.com/prospects/miles-boykin/3200424f-5961-9498-9292-97cd0e3c0ce9,Miles Boykin,NOTRE DAME,94,WR,Baltimore Ravens,2019
https://www.nfl.com/prospects/hakeem-butler/32004255-5416-1833-e211-34b9abca1909,Hakeem Butler,IOWA STATE,97,WR,Arizona Cardinals,2019
https://www.nfl.com/prospects/mecole-hardman/32004841-5206-9520-9e70-d5597391d8c0,Mecole Hardman,GEORGIA,56,WR,Kansas City Chiefs,2019
https://www.nfl.com/prospects/jalen-hurd/32004855-5208-0933-a42b-f137c6bf565f,Jalen Hurd,BAYLOR,67,WR,San Francisco 49ers,2019
https://www.nfl.com/prospects/diontae-johnson/32004a4f-4800-0017-a19a-a554dee114ed,Diontae Johnson,TOLEDO,66,WR,Pittsburgh Steelers,2019
https://www.nfl.com/prospects/keesean-johnson/32004a4f-4800-0018-9595-504f85cf2f56,KeeSean Johnson,FRESNO STATE,161,WR,Arizona Cardinals,2019
https://www.nfl.com/prospects/darius-slayton/3200534c-4150-0077-315f-47cff2877b23,Darius Slayton,AUBURN,161,WR,New York Giants,2019
https://www.nfl.com/prospects/travis-fulgham/32004655-4c11-9395-5f24-196b3c9defed,Travis Fulgham,OLD DOMINION,171,WR,Detroit Lions,2019
https://www.nfl.com/prospects/kelvin-harmon/32004841-5220-6185-a2b0-6140674f568a,Kelvin Harmon,N.C. STATE,194,WR,Washington Commanders,2019
https://www.nfl.com/prospects/andy-isabella/32004953-4156-2722-bf26-62181351a224,Andy Isabella,UMASS AMHERST,62,WR,Arizona Cardinals,2019
https://www.nfl.com/prospects/terry-mclaurin/32004d43-4c27-8328-8097-b130ba0e8060,Terry McLaurin,OHIO STATE,77,WR,Washington Commanders,2019
https://www.nfl.com/prospects/hunter-renfrow/32005245-4e35-8499-ff02-b25484b87290,Hunter Renfrow,CLEMSON,139,WR,Las Vegas Raiders,2019
https://www.nfl.com/prospects/ceedee-lamb/32004c41-4d13-8457-fcbe-d37fdbd87233,CeeDee Lamb,OKLAHOMA,17,WR,Dallas Cowboys,2020
https://www.nfl.com/prospects/jerry-jeudy/32004a45-5541-5291-9f8b-8595dc100c90,Jerry Jeudy,ALABAMA,15,WR,Denver Broncos,2020
https://www.nfl.com/prospects/henry-ruggs-iii/32005255-4731-8217-5970-b4a47789eeaf,Henry Ruggs III,ALABAMA,12,WR,Las Vegas Raiders,2020
https://www.nfl.com/prospects/justin-jefferson/32004a45-4626-9287-c454-479b942cbd26,Justin Jefferson,LSU,22,WR,Minnesota Vikings,2020
https://www.nfl.com/prospects/brandon-aiyuk/32004149-5918-9231-4476-63b611051b08,Brandon Aiyuk,ARIZONA STATE,25,WR,San Francisco 49ers,2020
https://www.nfl.com/prospects/michael-pittman/32005049-5422-8050-a8f8-f5210135a4b3,Michael Pittman,USC,34,WR,Indianapolis Colts,2020
https://www.nfl.com/prospects/tee-higgins/32004849-4738-7791-9f89-d556c4b59b9a,Tee Higgins,CLEMSON,33,WR,Cincinnati Bengals,2020
https://www.nfl.com/prospects/jalen-reagor/32005245-4133-8982-9a32-957d59a1e153,Jalen Reagor,TCU,21,WR,Philadelphia Eagles,2020
https://www.nfl.com/prospects/laviska-shenault-jr/32005348-4545-8893-4e8b-5724302de088,Laviska Shenault Jr.,COLORADO,42,WR,Jacksonville Jaguars,2020
https://www.nfl.com/prospects/bryan-edwards/32004544-5715-7935-d52c-2e0bf57adf37,Bryan Edwards,SOUTH CAROLINA,81,WR,Las Vegas Raiders,2020
https://www.nfl.com/prospects/kj-hamler/32004841-4d38-6186-eea5-110d32b9644c,KJ Hamler,PENN STATE,46,WR,Denver Broncos,2020
https://www.nfl.com/prospects/denzel-mims/32004d49-4d62-4399-5aee-b92ce1fc40e6,Denzel Mims,BAYLOR,59,WR,New York Jets,2020
https://www.nfl.com/prospects/chase-claypool/3200434c-4178-1009-34a1-bfb9899e5d84,Chase Claypool,NOTRE DAME,49,WR,Pittsburgh Steelers,2020
https://www.nfl.com/prospects/van-jefferson/32004a45-4643-6716-6cf6-1dcc41075f1f,Van Jefferson,FLORIDA,57,WR,Los Angeles Rams,2020
https://www.nfl.com/prospects/lynn-bowden/3200424f-5706-8668-b439-a993ac0e9d5d,Lynn Bowden,KENTUCKY,80,WR,Las Vegas Raiders,2020
https://www.nfl.com/prospects/gabe-davis/32004441-5632-9675-38f5-3e009da4e98e,Gabe Davis,UCF,118,WR,Buffalo Bills,2020
https://www.nfl.com/prospects/antonio-gibson/32004749-4241-5285-a215-d633ff9a6f70,Antonio Gibson,MEMPHIS,66,WR,Washington Commanders,2020
https://www.nfl.com/prospects/isaiah-hodgins/3200484f-4453-7222-c7f0-678f7be73ebc,Isaiah Hodgins,OREGON STATE,188,WR,Buffalo Bills,2020
https://www.nfl.com/prospects/antonio-gandy-golden/32004741-4e13-9028-ffdd-34109916cfd5,Antonio Gandy-Golden,LIBERTY,132,WR,Washington Commanders,2020
https://www.nfl.com/prospects/isaiah-coulter/3200434f-5516-0662-8b6d-a1ee4723ab0a,Isaiah Coulter,RHODE ISLAND,154,WR,Houston Texans,2020
https://www.nfl.com/prospects/devonta-smith/3200534d-4920-6016-573c-fcc767bafc4d,DeVonta Smith,ALABAMA,10,WR,Philadelphia Eagles,2021
https://www.nfl.com/prospects/ja-marr-chase/32004348-4169-4469-b021-d2c20a7d7cf5,Ja'Marr Chase,LSU,5,WR,Cincinnati Bengals,2021
https://www.nfl.com/prospects/jaylen-waddle/32005741-4408-8683-c826-c882ad6fd5c2,Jaylen Waddle,ALABAMA,6,WR,Miami Dolphins,2021
https://www.nfl.com/prospects/elijah-moore/32004d4f-4f27-9723-3c75-0e082bc200c9,Elijah Moore,MISSISSIPPI,34,WR,New York Jets,2021
https://www.nfl.com/prospects/kadarius-toney/3200544f-4e59-3115-b817-44100e7d8fff,Kadarius Toney,FLORIDA,20,WR,New York Giants,2021
https://www.nfl.com/prospects/terrace-marshall-jr/32004d41-5248-2288-c0d9-2d0813ce7c88,Terrace Marshall Jr.,LSU,59,WR,Carolina Panthers,2021
https://www.nfl.com/prospects/nico-collins/3200434f-4c65-4119-2a51-095ba724d414,Nico Collins,MICHIGAN,90,WR,Houston Texans,2021
https://www.nfl.com/prospects/rashod-bateman/32004241-5410-3884-8ac5-165a4f1f770e,Rashod Bateman,MINNESOTA,27,WR,Baltimore Ravens,2021
https://www.nfl.com/prospects/amari-rodgers/3200524f-4434-2823-8e97-2d93985ad418,Amari Rodgers,CLEMSON,86,WR,Green Bay Packers,2021
https://www.nfl.com/prospects/tylan-wallace/32005741-4c50-5238-e142-218e3028b910,Tylan Wallace,OKLAHOMA STATE,122,WR,Baltimore Ravens,2021
https://www.nfl.com/prospects/josh-palmer/32005041-4c45-1625-eb93-c2c9b11c4006,Josh Palmer,TENNESSEE,78,WR,Los Angeles Chargers,2021
https://www.nfl.com/prospects/rondale-moore/32004d4f-4f67-2093-7b5b-808e901606a0,Rondale Moore,PURDUE,49,WR,Arizona Cardinals,2021
https://www.nfl.com/prospects/cornell-powell/3200504f-5720-5105-106d-25522eca9d23,Cornell Powell,CLEMSON,165,WR,Kansas City Chiefs,2021
https://www.nfl.com/prospects/amon-ra-st-brown/32005354-4241-5291-a564-57e98d35161d,Amon-Ra St. Brown,USC,103,WR,Detroit Lions,2021
https://www.nfl.com/prospects/dyami-brown/32004252-4f40-8220-1974-8f5000372de2,Dyami Brown,NORTH CAROLINA,83,WR,Washington Commanders,2021
https://www.nfl.com/prospects/dee-eskridge/32004553-4b56-1172-624e-54a9e23a1557,Dee Eskridge,WESTERN MICHIGAN,56,WR,Seattle Seahawks,2021
https://www.nfl.com/prospects/kawaan-baker/32004241-4b40-5700-b4ef-99fd573adc57,Kawaan Baker,SOUTH ALABAMA,220,WR,New Orleans Saints,2021
https://www.nfl.com/prospects/demetric-felton/32004645-4c56-9539-149a-39f02c09d484,Demetric Felton,UCLA,187,WR,Cleveland Browns,2021
https://www.nfl.com/prospects/jacob-harris/32004841-5241-9165-d518-2ff0633c22cd,Jacob Harris,UCF,132,WR,Los Angeles Rams,2021
https://www.nfl.com/prospects/tre-nixon/32004e49-5875-3522-7910-89ba0c9911be,Tre Nixon,UCF,207,WR,New England Patriots,2021
https://www.nfl.com/prospects/treylon-burks/32004255-5232-1327-f36e-987913d19348,Treylon Burks,ARKANSAS,18,WR,Tennessee Titans,2022
https://www.nfl.com/prospects/garrett-wilson/32005749-4c69-1962-4085-d9c826d8709c,Garrett Wilson,OHIO STATE,10,WR,New York Jets,2022
https://www.nfl.com/prospects/jameson-williams/32005749-4c34-4909-bc5e-bde59d1a8826,Jameson Williams,ALABAMA,12,WR,Detroit Lions,2022
https://www.nfl.com/prospects/chris-olave/32004f4c-4165-9325-c259-01a521202e2f,Chris Olave,OHIO STATE,11,WR,New Orleans Saints,2022
https://www.nfl.com/prospects/drake-london/32004c4f-4e01-3463-a3e9-f95e800c8bba,Drake London,USC,8,WR,Atlanta Falcons,2022
https://www.nfl.com/prospects/christian-watson/32005741-5431-6591-b680-d3a3d3536d62,Christian Watson,NORTH DAKOTA STATE,34,WR,Green Bay Packers,2022
https://www.nfl.com/prospects/jahan-dotson/3200444f-5428-2798-d9f2-9e8608edcb8a,Jahan Dotson,PENN STATE,16,WR,Washington Commanders,2022
https://www.nfl.com/prospects/skyy-moore/32004d4f-4f67-8505-ee46-18aa406b13ff,Skyy Moore,WESTERN MICHIGAN,54,WR,Kansas City Chiefs,2022
https://www.nfl.com/prospects/george-pickens/32005049-4357-6156-653f-e3c2b6d1b9bc,George Pickens,GEORGIA,52,WR,Pittsburgh Steelers,2022
https://www.nfl.com/prospects/jalen-tolbert/3200544f-4c14-8914-de91-cd54d59de2a2,Jalen Tolbert,SOUTH ALABAMA,88,WR,Dallas Cowboys,2022
https://www.nfl.com/prospects/john-metchie-iii/32004d45-5437-3452-4786-13bd57b6dd0c,John Metchie III,ALABAMA,44,WR,Houston Texans,2022
https://www.nfl.com/prospects/khalil-shakir/32005348-4110-7427-f34a-bb0aa1d8e556,Khalil Shakir,BOISE STATE,133,WR,Buffalo Bills,2022
https://www.nfl.com/prospects/montrell-washington/32005741-5358-1408-3dd4-fb0fc5753c22,Montrell Washington,SAMFORD,147,WR,Denver Broncos,2022
https://www.nfl.com/prospects/wan-dale-robinson/3200524f-4271-7726-8cbf-ec8b4c6b1627,Wan'Dale Robinson,KENTUCKY,43,WR,New York Giants,2022
https://www.nfl.com/prospects/alec-pierce/32005049-4518-5673-88cc-339d3b35d4c9,Alec Pierce,CINCINNATI,53,WR,Indianapolis Colts,2022
https://www.nfl.com/prospects/calvin-austin-iii/32004155-5373-8004-5ff3-52f1c2b4fb0b,Calvin Austin III,MEMPHIS,129,WR,Pittsburgh Steelers,2022
https://www.nfl.com/prospects/danny-gray/32004752-4163-4809-531b-babc7b7cfc27,Danny Gray,SMU,105,WR,San Francisco 49ers,2022
https://www.nfl.com/prospects/erik-ezukanma/3200455a-5541-5291-fee6-830dca8a2c2a,Erik Ezukanma,TEXAS TECH,116,WR,Miami Dolphins,2022
https://www.nfl.com/prospects/tyquan-thornton/32005448-4f79-7153-e52f-fb28090a0034,Tyquan Thornton,BAYLOR,50,WR,New England Patriots,2022
https://www.nfl.com/prospects/david-bell/32004245-4c26-9820-eec2-961722ae3742,David Bell,PURDUE,99,WR,Cleveland Browns,2022
https://www.nfl.com/prospects/jalin-hyatt/32004859-4142-0916-68d0-ff3c547de346,Jalin Hyatt,TENNESSEE,74,WR,New York Giants,2023
https://www.nfl.com/prospects/zay-flowers/3200464c-4f57-7002-1160-832e9618f0fd,Zay Flowers,BOSTON COLLEGE,22,WR,Baltimore Ravens,2023
https://www.nfl.com/prospects/josh-downs/3200444f-5768-6145-dd60-3fbae406310a,Josh Downs,NORTH CAROLINA,80,WR,Indianapolis Colts,2023
https://www.nfl.com/prospects/jaxon-smith-njigba/3200534d-4982-9636-a18c-5da6fbdaa80c,Jaxon Smith-Njigba,OHIO STATE,20,WR,Seattle Seahawks,2023
https://www.nfl.com/prospects/quentin-johnston/32004a4f-4882-3261-dcd8-a43c8f7c5608,Quentin Johnston,TCU,21,WR,Los Angeles Chargers,2023
https://www.nfl.com/prospects/cedric-tillman/32005449-4c37-7067-218b-007e17161edd,Cedric Tillman,TENNESSEE,75,WR,Cleveland Browns,2023
https://www.nfl.com/prospects/jordan-addison/32004144-4449-1056-9ba9-b09766bad478,Jordan Addison,USC,23,WR,Minnesota Vikings,2023
https://www.nfl.com/prospects/tyler-scott/32005343-4f71-9390-286c-9940bb34941f,Tyler Scott,CINCINNATI,127,WR,Chicago Bears,2023
https://www.nfl.com/prospects/tank-dell/32004445-4c44-0817-a646-b67c3fe533fb,Tank Dell,HOUSTON,70,WR,Houston Texans,2023
https://www.nfl.com/prospects/marvin-mims-jr/32004d49-4d65-4774-4051-580758dd257c,Marvin Mims Jr.,OKLAHOMA,64,WR,Denver Broncos,2023
https://www.nfl.com/prospects/jonathan-mingo/32004d49-4e17-0999-c137-d684c1d1ab38,Jonathan Mingo,MISSISSIPPI,40,WR,Carolina Panthers,2023
https://www.nfl.com/prospects/a-t-perry/32005045-5253-2468-5893-9308cc0d5b93,A.T. Perry,WAKE FOREST,178,WR,New Orleans Saints,2023
https://www.nfl.com/prospects/elijah-higgins/32004849-4713-8430-181a-e629ca4da181,Elijah Higgins,STANFORD,180,WR,Miami Dolphins,2023
https://www.nfl.com/prospects/charlie-jones/32004a4f-4e16-0287-5859-a7165d1cc115,Charlie Jones,PURDUE,125,WR,Cincinnati Bengals,2023
https://www.nfl.com/prospects/justin-shorter/32005348-4f65-1252-2fb4-216da3af656d,Justin Shorter,FLORIDA,143,WR,Buffalo Bills,2023
https://www.nfl.com/prospects/tre-tucker/32005455-4339-9910-7816-4a6883d99032,Tre Tucker,CINCINNATI,101,WR,Las Vegas Raiders,2023
https://www.nfl.com/prospects/kayshon-boutte/3200424f-5548-2823-b93f-32f7b68b0dd3,Kayshon Boutte,LSU,170,WR,New England Patriots,2023
https://www.nfl.com/prospects/rashee-rice/32005249-4315-2916-ce74-9a69e469f940,Rashee Rice,SMU,56,WR,Kansas City Chiefs,2023
https://www.nfl.com/prospects/michael-wilson/32005749-4c75-2419-b58e-7c21d98d871e,Michael Wilson,STANFORD,95,WR,Arizona Cardinals,2023
https://www.nfl.com/prospects/andrei-iosivas/3200494f-5330-7886-63af-230c5aa763a8,Andrei Iosivas,PRINCETON,189,WR,Cincinnati Bengals,2023
https://www.nfl.com/prospects/malik-nabers/32004e41-4240-0459-a77d-033b6932cbbb,Malik Nabers,LSU,6,WR,New York Giants,2024
https://www.nfl.com/prospects/marvin-harrison-jr/32004841-5264-8677-2fca-6edc0b245f94,Marvin Harrison Jr.,OHIO STATE,4,WR,Arizona Cardinals,2024
https://www.nfl.com/prospects/rome-odunze/32004f44-5542-6541-431c-1a51e8792659,Rome Odunze,WASHINGTON,9,WR,Chicago Bears,2024
https://www.nfl.com/prospects/brian-thomas-jr/32005448-4f41-9793-7e94-7811f8a76eb2,Brian Thomas Jr.,LSU,23,WR,Jacksonville Jaguars,2024
https://www.nfl.com/prospects/ladd-mcconkey/32004d43-4351-2833-c30c-76941288e843,Ladd McConkey,GEORGIA,34,WR,Los Angeles Chargers,2024
https://www.nfl.com/prospects/malachi-corley/3200434f-5239-9318-5ea5-c37fcf81e517,Malachi Corley,WESTERN KENTUCKY,65,WR,New York Jets,2024
https://www.nfl.com/prospects/troy-franklin/32004652-4154-5210-6c05-a56029ed000f,Troy Franklin,OREGON,98,WR,Denver Broncos,2024
https://www.nfl.com/prospects/adonai-mitchell/32004d49-5405-6120-269b-4e222571d8ba,Adonai Mitchell,TEXAS,52,WR,Indianapolis Colts,2024
https://www.nfl.com/prospects/ricky-pearsall/32005045-4130-7677-7b9e-0f0ef8659c89,Ricky Pearsall,FLORIDA,31,WR,San Francisco 49ers,2024
https://www.nfl.com/prospects/roman-wilson/32005749-4c77-7750-194f-0fd7ed86214a,Roman Wilson,MICHIGAN,84,WR,Pittsburgh Steelers,2024
https://www.nfl.com/prospects/xavier-worthy/3200574f-5274-1496-c9ca-5c4709faa05b,Xavier Worthy,TEXAS,28,WR,Kansas City Chiefs,2024
https://www.nfl.com/prospects/xavier-legette/32004c45-4714-5351-c48c-d286b74bea32,Xavier Legette,SOUTH CAROLINA,32,WR,Carolina Panthers,2024
https://www.nfl.com/prospects/malik-washington/32005741-5351-9225-4aef-42e21658d0ee,Malik Washington,VIRGINIA,168,WR,Miami Dolphins,2024
https://www.nfl.com/prospects/javon-baker/32004241-4b23-2522-ebe6-4b613d394be0,Javon Baker,UCF,106,WR,New England Patriots,2024
https://www.nfl.com/prospects/keon-coleman/3200434f-4c29-5571-54fa-77236b775ae1,Keon Coleman,FLORIDA STATE,33,WR,Buffalo Bills,2024
https://www.nfl.com/prospects/anthony-gould/3200474f-5522-8729-5dc4-7b9f21129015,Anthony Gould,OREGON STATE,135,WR,Indianapolis Colts,2024
https://www.nfl.com/prospects/jermaine-burton/32004255-5276-8791-647b-ca039cdea1a7,Jermaine Burton,ALABAMA,80,WR,Cincinnati Bengals,2024
https://www.nfl.com/prospects/ja-lynn-polk/3200504f-4c13-6646-64f9-3598ba01ba77,Ja'Lynn Polk,WASHINGTON,37,WR,New England Patriots,2024
https://www.nfl.com/prospects/devontez-walker/32005741-4c12-5280-b9cc-679bea874bd8,Devontez Walker,NORTH CAROLINA,109,WR,Baltimore Ravens,2024
https://www.nfl.com/prospects/jacob-cowing/3200434f-5753-2087-d639-9da7fffb6b08,Jacob Cowing,ARIZONA,131,WR,San Francisco 49ers,2024
https://www.nfl.com/prospects/travis-hunter/32004855-4e81-6230-a487-ca19d012c037,Travis Hunter,COLORADO,2,WR/CB,Jacksonville Jaguars,2025
https://www.nfl.com/prospects/luther-burden-iii/32004255-5203-5840-2355-001d8c81311e,Luther Burden III,MISSOURI,39,WR,Chicago Bears,2025
https://www.nfl.com/prospects/matthew-golden/3200474f-4c06-8614-8bd5-a546b4ab4775,Matthew Golden,TEXAS,23,WR,Green Bay Packers,2025
https://www.nfl.com/prospects/tetairoa-mcmillan/32004d43-4d51-4957-830f-234e646a998f,Tetairoa McMillan,ARIZONA,8,WR,Carolina Panthers,2025
https://www.nfl.com/prospects/emeka-egbuka/32004547-4251-9113-2459-a72f5ed777af,Emeka Egbuka,OHIO STATE,19,WR,Tampa Bay Buccaneers,2025
https://www.nfl.com/prospects/jack-bech/32004245-4303-2624-2fe9-8c9449163a50,Jack Bech,TCU,58,WR,Las Vegas Raiders,2025
https://www.nfl.com/prospects/jayden-higgins/32004849-4722-8409-9777-0ef748df904a,Jayden Higgins,IOWA STATE,34,WR,Houston Texans,2025
https://www.nfl.com/prospects/jalen-royals/3200524f-5950-7380-77a0-3988bf7eb552,Jalen Royals,UTAH STATE,127,WR,Kansas City Chiefs,2025
https://www.nfl.com/prospects/tre-harris/32004841-5254-9958-4dd2-0e73024370c7,Tre Harris,MISSISSIPPI,55,WR,Los Angeles Chargers,2025
https://www.nfl.com/prospects/jaylin-noel/32004e4f-4537-8255-74e9-bfa22151ef3a,Jaylin Noel,IOWA STATE,79,WR,Houston Texans,2025
https://www.nfl.com/prospects/dominic-lovett/32004c4f-5653-7190-10bc-03cb6e761987,Dominic Lovett,GEORGIA,220,WR,Detroit Lions,2025
