Player Name,Pick,Year,balance_count,balance_score,security_count,security_score,protection_count,protection_score,vision_count,vision_score,yards_count,yards_score,jobsetting_count,jobsetting_score,Player,St,PB
Melvin Gordon,-1.7519481623568984,2015,0.533210332103321,0.6937269372693726,0.3367158671586716,0.42527675276752763,0.5092250922509225,0.0959409594095941,0.8680811808118081,0.03690036900369004,0.0,0.49446494464944646,0.0,0.0,Melvin Gordon,7.0,2.0
Todd Gurley,-1.87475460821043,2015,0.38929889298892983,0.16789667896678967,0.6273062730627306,0.959409594095941,0.6457564575645757,0.9630996309963099,0.0,0.46309963099630996,0.9298892988929889,0.49446494464944646,0.0,0.0,Todd Gurley,6.0,3.0
Tevin Coleman,-0.32739339045593374,2015,0.7121771217712176,0.28228782287822873,0.0,0.42527675276752763,0.481549815498155,0.42343173431734316,0.0,0.46309963099630996,0.9760147601476015,0.0,0.0,0.0,Tevin Coleman,2.0,0.0
Ameer Abdullah,-0.7940578846993532,2015,0.2583025830258302,0.9464944649446494,0.45018450184501846,0.42527675276752763,0.6180811808118081,0.7177121771217712,0.9760147601476015,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Ameer Abdullah,2.0,0.0
Jay Ajayi,1.342774273152094,2015,0.02952029520295203,0.7610701107011071,0.9114391143911439,0.7942804428044281,0.9704797047970479,0.9280442804428044,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Jay Ajayi,2.0,1.0
Duke Johnson,-0.2291482337731086,2015,0.8523985239852399,0.2011070110701107,0.0,0.42527675276752763,0.4446494464944649,0.007380073800738007,0.6734317343173432,0.0,0.0,0.49446494464944646,0.0,0.0,Duke Johnson,0.0,0.0
T.J. Yeldon,-1.2361610897720665,2015,0.8579335793357934,0.5756457564575646,0.0,0.42527675276752763,0.43265682656826565,0.42343173431734316,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,T.J. Yeldon,2.0,0.0
David Cobb,1.0726000922743246,2015,0.4575645756457565,0.6346863468634686,0.7822878228782287,0.42527675276752763,0.5350553505535055,0.42343173431734316,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,David Cobb,0.0,0.0
Mike Davis,0.9006710680793807,2015,0.2933579335793358,0.3634686346863468,0.8680811808118081,0.71309963099631,0.5166051660516605,1.0,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Mike Davis,2.0,0.0
Javorius Allen,0.8761097789086744,2015,0.6697416974169741,0.43173431734317347,0.0,0.42527675276752763,0.0,0.42343173431734316,0.8726937269372693,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Javorius Allen,0.0,0.0
David Johnson,-0.008096631236752,2015,1.0,0.9594095940959408,0.0,0.42527675276752763,0.0,0.42343173431734316,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,David Johnson,1.0,0.0
Matt Jones,0.2129549712996046,2015,0.41974169741697415,0.06365313653136531,0.6088560885608856,0.42527675276752763,0.6992619926199262,0.9474169741697417,0.6559040590405903,0.8837638376383763,0.0,0.49446494464944646,0.0,0.0,Matt Jones,1.0,0.0
Jeremy Langford,0.4094452846652549,2015,0.18265682656826568,0.268450184501845,0.38007380073800734,0.07749077490774908,0.933579335793358,0.9178966789667897,0.0,0.46309963099630996,0.948339483394834,0.012915129151291511,0.0,0.0,Jeremy Langford,0.0,0.0
Karlos Williams,1.4901420081763317,2015,1.0,0.3468634686346863,0.0,0.42527675276752763,0.0,0.42343173431734316,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Karlos Williams,0.0,0.0
Ezekiel Elliott,-2.0221223432346678,2016,0.31549815498154976,0.838560885608856,0.6549815498154982,0.9317343173431734,0.7785977859778598,0.7297047970479704,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Ezekiel Elliott,7.0,3.0
Derrick Henry,-0.9905481980650036,2016,0.4280442804428044,0.01845018450184502,0.7988929889298892,0.42527675276752763,0.0,0.42343173431734316,0.8210332103321033,0.9132841328413284,0.0,0.49446494464944646,0.0,0.0,Derrick Henry,6.0,5.0
Jordan Howard,1.2936516948106813,2016,0.25276752767527677,0.3579335793357934,0.32564575645756455,0.42527675276752763,0.753690036900369,0.09040590405904059,0.7970479704797048,0.007380073800738007,0.9870848708487084,0.007380073800738007,0.0,0.0,Jordan Howard,3.0,1.0
Devontae Booker,1.17084524895715,2016,0.5793357933579335,0.5867158671586716,0.0,0.42527675276752763,0.7416974169741697,0.8957564575645756,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Devontae Booker,0.0,0.0
Kenneth Dixon,1.1217226706157373,2016,0.7232472324723247,0.30627306273062727,0.4446494464944649,0.42527675276752763,0.48708487084870844,0.8505535055350553,0.0,0.46309963099630996,0.9538745387453874,0.49446494464944646,0.0,0.0,Kenneth Dixon,0.0,0.0
Paul Perkins,1.269090405639975,2016,0.5977859778597786,0.6300738007380073,0.6226937269372694,0.42527675276752763,0.5424354243542435,0.13284132841328414,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Paul Perkins,0.0,0.0
C.J. Prosise,0.11470981461677944,2016,0.13284132841328414,0.6494464944649446,0.9630996309963099,0.948339483394834,0.34501845018450183,0.42343173431734316,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,C.J. Prosise,0.0,0.0
Jonathan Williams,1.441019429834919,2016,0.20848708487084872,0.8099630996309963,0.7878228782287823,0.8154981549815499,0.5562730627306274,0.9630996309963099,0.915129151291513,0.9012915129151291,0.0,0.49446494464944646,0.0,0.0,Jonathan Williams,0.0,0.0
Kenyan Drake,-0.3028321012852275,2016,0.6900369003690037,0.8939114391143912,0.753690036900369,0.9095940959409594,0.0,0.42343173431734316,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Kenyan Drake,2.0,0.0
Tyler Ervin,0.753303333055143,2016,0.04797047970479705,0.3136531365313653,0.6734317343173432,0.42527675276752763,0.9649446494464944,0.051660516605166046,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Tyler Ervin,0.0,0.0
Wendell Smallwood,1.3673355623228,2016,0.23985239852398524,0.268450184501845,0.0,0.42527675276752763,0.9261992619926199,0.7666051660516604,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Wendell Smallwood,1.0,0.0
DeAndre Washington,1.1217226706157373,2016,0.5202952029520296,0.7970479704797048,0.0,0.42527675276752763,0.0,0.42343173431734316,0.9501845018450183,0.8653136531365313,0.0,0.49446494464944646,0.0,0.0,DeAndre Washington,0.0,0.0
Leonard Fournette,-2.0221223432346678,2017,0.8265682656826567,0.7047970479704797,0.0,0.42527675276752763,0.0,0.42343173431734316,0.746309963099631,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Leonard Fournette,5.0,0.0
Dalvin Cook,-1.113354643918535,2017,0.6143911439114391,0.6549815498154982,0.7666051660516604,0.8044280442804428,0.466789667896679,0.42343173431734316,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Dalvin Cook,5.0,4.0
Alvin Kamara,-0.47476112548017146,2017,0.22140221402214022,0.7177121771217712,0.9012915129151291,0.12361623616236161,0.503690036900369,0.985239852398524,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Alvin Kamara,6.0,5.0
Christian McCaffrey,-1.9238771865518425,2017,0.7527675276752768,0.42435424354243545,0.6623616236162362,0.10055350553505535,0.4022140221402214,0.42343173431734316,0.7343173431734318,0.046125461254612546,0.0,0.49446494464944646,0.0,0.0,Christian McCaffrey,5.0,3.0
Joe Mixon,-0.941425619723591,2017,0.5387453874538746,0.14760147601476015,0.0,0.42527675276752763,0.6771217712177122,0.08302583025830258,0.7583025830258303,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Joe Mixon,6.0,2.0
D'Onta Foreman,0.06558723627536686,2017,0.8634686346863468,0.38007380073800734,0.42343173431734316,0.8819188191881919,0.4206642066420664,0.027675276752767528,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,D'Onta Foreman,1.0,0.0
Kareem Hunt,-0.008096631236752,2017,0.5498154981549815,0.4372693726937269,0.0,0.42527675276752763,0.4547970479704797,0.9225092250922509,0.9095940959409594,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Kareem Hunt,3.0,1.0
Marlon Mack,1.1217226706157373,2017,0.503690036900369,0.6715867158671587,0.544280442804428,0.42527675276752763,0.7066420664206642,0.42343173431734316,0.0,0.46309963099630996,0.0,0.49446494464944646,0.0,0.0,Marlon Mack,2.0,0.0
