Player Name,Pick,Year,balance_count,balance_score,vision_count,vision_score,hips_count,hips_score,security_count,security_score,routes_count,routes_score,topend_count,topend_score,injury_count,injury_score,workload_count,workload_score,St,PB,AP1,Player,Ht,Wt,Forty,BenchReps,BroadJump,Cone,Shuttle,PB_prediction,AP1_prediction,Survival_Prob_1,Survival_Prob_2,Survival_Prob_3,Survival_Prob_4,Survival_Prob_5,Survival_Prob_6,Survival_Prob_7
David Johnson,-0.008096631236752,2015,0.1771217712177121,0.7029520295202951,0.7785977859778597,0.0,0.0,0.4769372693726937,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,1.0,0.0,0.0,David Johnson,0.9391143911439116,0.7878228782287823,0.8763837638376384,0.6678966789667896,0.2057195571955719,0.4898523985239852,0.4852398523985239,0.5333228902596145,0.4803349732224716,0.5829561073033364,0.46501587491732377,0.3844821561278327,0.34297198253160627,0.22773746822756913,0.15971602967108348,0.04549915290595589
David Johnson,-0.008096631236752,2015,0.1771217712177121,0.7029520295202951,0.7785977859778597,0.0,0.0,0.4769372693726937,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,3.0,1.0,1.0,David Johnson,0.9391143911439116,0.7878228782287823,0.8763837638376384,0.6678966789667896,0.2057195571955719,0.4898523985239852,0.4852398523985239,0.5333228902596145,0.4803349732224716,0.5829561073033364,0.46501587491732377,0.3844821561278327,0.34297198253160627,0.22773746822756913,0.15971602967108348,0.04549915290595589
Matt Jones,0.2129549712996046,2015,0.7435424354243543,0.525830258302583,0.3985239852398524,0.0,0.8154981549815499,1.0,0.0,0.4833948339483395,0.8487084870848709,0.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,1.0,0.0,0.0,Matt Jones,0.9870848708487084,0.966789667896679,0.9889298892988928,0.5977859778597785,0.0488929889298893,0.970479704797048,0.8118081180811808,0.3883702175411426,0.1896922529774487,0.4308042572242632,0.30275469969328156,0.22501349255101713,0.18827015895099308,0.09937814008552923,0.05712722503319175,0.008050894350573067
Matt Jones,0.2129549712996046,2015,0.7435424354243543,0.525830258302583,0.3985239852398524,0.0,0.8154981549815499,1.0,0.0,0.4833948339483395,0.8487084870848709,0.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Matt Jones,0.9870848708487084,0.966789667896679,0.9889298892988928,0.5977859778597785,0.0488929889298893,0.970479704797048,0.8118081180811808,0.3883702175411426,0.1896922529774487,0.4308042572242632,0.30275469969328156,0.22501349255101713,0.18827015895099308,0.09937814008552923,0.05712722503319175,0.008050894350573067
Jeremy Langford,0.4094452846652549,2015,0.283210332103321,0.7795202952029521,0.0,0.5387453874538746,0.0,0.4769372693726937,0.0,0.4833948339483395,0.8035055350553506,1.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Jeremy Langford,0.82380073800738,0.3007380073800738,0.1743542435424354,0.4169741697416974,0.4326568265682656,0.4086715867158671,0.3284132841328413,0.2103056946401361,0.1418889723342423,0.43638173966842986,0.30833123868987594,0.2301992722695158,0.1931343925256925,0.10294560767056093,0.0596805837980624,0.008666296819657509
Karlos Williams,1.4901420081763317,2015,0.71309963099631,0.6171586715867159,0.0,0.5387453874538746,0.0,0.4769372693726937,0.857011070110701,1.0,0.0,0.5119926199261993,0.9621771217712176,0.0,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Karlos Williams,0.9391143911439116,0.9068265682656826,0.3182656826568265,0.25,0.3459409594095941,0.3191881918819188,0.6245387453874538,0.2279488340398032,0.1328748776787044,0.30868737746074965,0.1886660293172738,0.1246799244145664,0.09721245040162176,0.03984680880036824,0.018397999007295985,0.0011937817400849834
Ezekiel Elliott,-2.022122343234668,2016,0.8071955719557196,0.5175276752767528,0.0,0.5387453874538746,0.764760147601476,1.0,0.8514760147601477,1.0,0.8404059040590406,0.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,7.0,3.0,1.0,Ezekiel Elliott,0.82380073800738,0.8081180811808117,0.272140221402214,0.727859778597786,0.4326568265682656,0.6688191881918819,0.503690036900369,0.8888646903757116,0.732927134503496,0.7198940766765384,0.6273107326654278,0.5587057717882439,0.5211530731865024,0.406132395910839,0.3272102343956439,0.15230115391793592
Derrick Henry,-0.9905481980650036,2016,0.8514760147601477,0.4981549815498155,0.0,0.5387453874538746,0.0,0.4769372693726937,0.0,0.4833948339483395,0.7924354243542435,0.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.986162361623616,0.0,6.0,5.0,1.0,Derrick Henry,1.0,1.0,0.5156826568265682,0.8256457564575646,0.9437269372693726,0.3957564575645756,0.4492619926199261,0.6710873288860384,0.8196841859155856,0.7239352851962282,0.6323131242368433,0.5642731541585793,0.526970416201608,0.4124138102828693,0.33349615855984027,0.15726215240160543
Jordan Howard,1.293651694810681,2016,0.1503690036900369,0.742619926199262,0.8071955719557196,0.742619926199262,0.5341328413284132,0.0,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.9677121771217712,0.0,0.0,0.507380073800738,3.0,1.0,0.0,Jordan Howard,0.82380073800738,0.9068265682656826,0.6097785977859778,0.25,0.7066420664206642,0.9372693726937268,0.8800738007380073,0.5056153757798117,0.06590144788683,0.27113551198872937,0.15695142675499169,0.09908687382858777,0.07516493131063096,0.02792187466819506,0.011838183018216169,0.0005680134046251749
Devontae Booker,1.17084524895715,2016,0.0581180811808118,0.0,0.940959409594096,1.0,0.6208487084870848,0.0,0.0,0.4833948339483395,0.5304428044280443,1.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Devontae Booker,0.6503690036900369,0.6402214022140221,0.5774907749077491,0.8256457564575646,0.0,0.8339483394833949,0.5488929889298892,0.2505678948802205,0.0255531476774455,0.29027311339708717,0.1728991158097216,0.11181036712321367,0.08605026016307893,0.03366324876569338,0.014926942309684539,0.0008393991592709837
Kenneth Dixon,1.1217226706157373,2016,0.5710332103321033,0.6678966789667897,0.320110701107011,1.0,0.871771217712177,0.0,0.9234317343173432,0.0,0.7241697416974169,0.5119926199261993,0.9271217712177122,0.0,0.904981549815498,0.0,0.0,0.507380073800738,0.0,0.0,0.0,Kenneth Dixon,0.4326568265682656,0.533210332103321,0.5774907749077491,0.4437269372693727,0.6254612546125461,0.1706642066420664,0.2250922509225092,0.1129774913231578,0.014888208297481,0.14484954329878333,0.0644837969091302,0.03264012647093112,0.021682456338944205,0.00500556445478669,0.00140535581407519,1.5678794248486758e-05
Paul Perkins,1.269090405639975,2016,0.8699261992619927,0.2278597785977859,0.0,0.5387453874538746,0.0,0.4769372693726937,0.0,0.4833948339483395,0.768450184501845,1.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Paul Perkins,0.4326568265682656,0.3007380073800738,0.5156826568265682,0.551660516605166,0.816420664206642,0.5525830258302582,0.6190036900369003,0.1622739753825056,0.050661779566893,0.2088118252592287,0.10834802407559858,0.06238753881108811,0.04477981517702966,0.01364411656577672,0.004872018119128004,0.0001273026734626576
C.J. Prosise,0.1147098146167794,2016,0.4160516605166051,0.857011070110701,0.3533210332103321,1.0,0.0,0.4769372693726937,0.0,0.4833948339483395,0.970479704797048,0.0,0.7850553505535055,1.0,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,C.J. Prosise,0.82380073800738,0.6715867158671587,0.3182656826568265,0.5055350553505535,0.6254612546125461,0.6688191881918819,0.7490774907749077,0.3367055781553953,0.0527149324672636,0.37098776418540835,0.24489352011722595,0.17266986537132234,0.13997326550788683,0.06596233424222232,0.034368885976433554,0.00342059982532824
Jonathan Williams,1.441019429834919,2016,0.3477859778597786,0.8219557195571956,0.0,0.5387453874538746,0.775830258302583,1.0,1.0,0.0,0.0,0.5119926199261993,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Jonathan Williams,0.6503690036900369,0.6715867158671587,0.5774907749077491,0.25,0.1309963099630996,0.7767527675276753,0.6042435424354243,0.1354627280528208,0.0467334259824556,0.15554699246013404,0.07134389291803091,0.0370307997966887,0.024973018483334924,0.006085479365401842,0.0017904941945078446,2.357786324479617e-05
Kenyan Drake,-0.3028321012852275,2016,0.095940959409594,0.3367158671586716,0.8939114391143912,0.0,0.9898523985239852,0.764760147601476,0.0,0.4833948339483395,0.5507380073800738,0.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,2.0,0.0,0.0,Kenyan Drake,0.9391143911439116,0.3699261992619926,0.2177121771217712,0.0166051660516605,0.768450184501845,0.2066420664206641,0.1328413284132841,0.1806451064636038,0.1761494457421112,0.3502070689565862,0.22566091443669992,0.15590972364282218,0.12485375860566625,0.05631932507259063,0.028253189475345244,0.002458955982709908
Tyler Ervin,0.753303333055143,2016,0.2315498154981549,0.75,0.7075645756457565,1.0,0.9787822878228782,0.1780442804428044,0.0,0.4833948339483395,0.6097785977859778,1.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Tyler Ervin,0.4326568265682656,0.0387453874538745,0.1383763837638376,0.3413284132841329,0.9437269372693726,0.7555350553505535,0.6429889298892988,0.1651142798702809,0.0128037353567068,0.26319793165934446,0.15047219946494556,0.09400689120513085,0.07086420521885281,0.02573744025667795,0.010700940719882299,0.0004791474223095606
Wendell Smallwood,1.3673355623228,2016,0.4686346863468634,0.8856088560885609,0.0,0.5387453874538746,0.0,0.4769372693726937,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,1.0,0.0,0.0,Wendell Smallwood,0.4326568265682656,0.3007380073800738,0.272140221402214,0.0830258302583025,0.5479704797047971,0.0645756457564575,0.2250922509225092,0.1324385299497029,0.2361449939425425,0.2694684725163901,0.15558399062296938,0.09801033265465076,0.07425128000779278,0.02745370614755978,0.011592590044683704,0.0005483041180755748
DeAndre Washington,1.1217226706157373,2016,0.1909594095940959,0.5452029520295203,0.6964944649446494,0.3035055350553505,0.5285977859778597,0.0,0.0,0.4833948339483395,0.809040590405904,1.0,0.0,0.5046125461254612,0.8957564575645756,0.0,0.0,0.507380073800738,0.0,0.0,0.0,DeAndre Washington,0.0765682656826568,0.3699261992619926,0.8883763837638377,0.7749077490774907,0.077490774907749,0.9455719557195572,0.9769372693726937,0.357132423230514,0.0250087671034735,0.3000953685621911,0.18125874274140855,0.11859910775386777,0.09192026975339254,0.03687915586504461,0.016714669201877218,0.001015605731353646
Leonard Fournette,-2.022122343234668,2017,0.6964944649446494,0.1300738007380074,0.4326568265682656,1.0,0.8625461254612545,1.0,0.8182656826568266,1.0,0.0,0.5119926199261993,0.93450184501845,1.0,0.0,0.540590405904059,0.0,0.507380073800738,5.0,0.0,0.0,Leonard Fournette,0.82380073800738,0.9750922509225092,0.4280442804428044,0.7859778597785978,0.1153136531365313,0.8404059040590406,0.7287822878228782,0.9553938681524168,0.5381421657562916,0.7399838671286494,0.6522940147395071,0.5866193512281711,0.5503883768858727,0.43796704729471825,0.35930211719356037,0.1782999449651812
Dalvin Cook,-1.113354643918535,2017,0.5304428044280443,0.7241697416974169,0.857011070110701,0.0,0.0,0.4769372693726937,0.0,0.4833948339483395,0.7813653136531364,1.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,5.0,4.0,0.0,Dalvin Cook,0.4326568265682656,0.3699261992619926,0.3782287822878228,0.8256457564575646,0.3007380073800738,0.4760147601476014,0.8883763837638377,0.7156784210148118,0.2908392460864779,0.719978005197397,0.6274145038694734,0.558821151680539,0.5212735632713325,0.4062622270715179,0.3273399241873926,0.15240285465182568
Alvin Kamara,-0.4747611254801714,2017,0.8625461254612545,0.4695571955719557,0.5876383763837638,0.3459409594095941,0.5230627306273063,1.0,0.0,0.4833948339483395,0.5728782287822878,0.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,6.0,5.0,0.0,Alvin Kamara,0.4326568265682656,0.4880073800738007,0.5774907749077491,0.1346863468634686,0.9686346863468634,0.5719557195571956,0.7785977859778598,0.4802421702986101,0.1871871537215511,0.43089688141175775,0.30284706256728816,0.22509919149482957,0.18835043610329139,0.09943673269602851,0.05716898659866609,0.008060811103243094
Christian McCaffrey,-1.9238771865518425,2017,0.3588560885608856,0.8339483394833949,0.4880073800738007,1.0,0.6282287822878229,1.0,0.0,0.4833948339483395,0.970479704797048,0.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,5.0,3.0,2.0,Christian McCaffrey,0.6503690036900369,0.1476014760147601,0.3182656826568265,0.0166051660516605,0.6254612546125461,0.0138376383763837,0.1466789667896679,0.5605728657033414,0.3627008803501343,0.6654154881279895,0.5610374529669898,0.486013727772503,0.44585670241409486,0.327315648206548,0.25041291615193945,0.09705303909634345
Joe Mixon,-0.941425619723591,2017,0.5525830258302582,0.2057195571955719,0.75,0.320110701107011,0.5821033210332103,0.0,0.0,0.4833948339483395,0.9142066420664204,1.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,6.0,2.0,0.0,Joe Mixon,0.9391143911439116,0.6715867158671587,0.8339483394833949,0.7749077490774907,0.4769372693726937,0.5304428044280443,0.7979704797047971,0.6290328027422512,0.2749905843620572,0.6540460807304737,0.5474850202342656,0.4714018816173197,0.43087719544870473,0.31220946019116247,0.2361648116829436,0.08793295755977316
D'Onta Foreman,0.0655872362753668,2017,0.2887453874538745,0.7850553505535055,0.3607011070110701,0.0,0.0,0.4769372693726937,0.9732472324723248,0.0,0.0,0.5119926199261993,0.9105166051660516,1.0,0.0,0.540590405904059,0.0,0.507380073800738,1.0,0.0,0.0,D'Onta Foreman,0.82380073800738,0.9455719557195572,0.9437269372693726,0.4437269372693727,0.0867158671586715,0.8653136531365313,0.6559040590405905,0.3730073267355365,0.207221093825051,0.4210227301456227,0.293047794055955,0.2160434276484192,0.17988803796060002,0.09331329731971572,0.05283697711299464,0.007058774218890962
Kareem Hunt,-0.008096631236752,2017,0.7020295202952029,0.6226937269372694,0.7370848708487086,0.0,0.5507380073800738,1.0,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,3.0,1.0,0.0,Kareem Hunt,0.4326568265682656,0.566420664206642,0.7223247232472324,0.4437269372693727,0.5018450184501845,0.7333948339483395,0.8985239852398523,0.5624319135486495,0.2255691183826577,0.4972110624165266,0.37104865454750213,0.29006122418268426,0.25017500684175453,0.14722913848034294,0.09299942554537621,0.018296026484168646
Marlon Mack,1.1217226706157373,2017,0.8865313653136531,0.2444649446494465,0.5415129151291513,1.0,0.0,0.4769372693726937,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,2.0,0.0,0.0,Marlon Mack,0.6503690036900369,0.4538745387453874,0.4114391143911439,0.1346863468634686,0.853321033210332,0.6346863468634686,0.82380073800738,0.3651811118261893,0.0833629019170412,0.23369896968877235,0.12711773780628607,0.0761581389152027,0.05598269636186701,0.01857895072410181,0.007143906605139669,0.00024257970546442235
Jeremy McNichols,1.4655807190056254,2017,0.8976014760147601,0.4584870848708486,0.0,0.5387453874538746,0.8293357933579335,0.0,0.0,0.4833948339483395,0.5581180811808117,0.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Jeremy McNichols,0.2195571955719557,0.4880073800738007,0.3782287822878228,0.3985239852398524,0.6254612546125461,0.1226937269372693,0.2250922509225092,0.0884922070885281,0.1989027071113935,0.15571857038288542,0.07145557910215816,0.03710318237406706,0.025027673038765404,0.006103901414383853,0.001797216596837432,2.3727175898957904e-05
Samaje Perine,0.4094452846652549,2017,0.5470479704797048,0.1356088560885608,0.8182656826568266,1.0,0.8773062730627306,0.0,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,1.0,0.0,0.0,Samaje Perine,0.6503690036900369,0.9455719557195572,0.7666051660516604,0.986162361623616,0.3007380073800738,0.4640221402214022,0.4298892988929889,0.5681980216585979,0.2658081692593384,0.4597705299391898,0.3320395216651128,0.25250319333616794,0.21420174675465986,0.11878882051232569,0.07127028882034492,0.011686131492644886
Tarik Cohen,0.5322517305187864,2017,0.9658671586715868,0.3846863468634686,0.0,0.5387453874538746,0.6928044280442804,0.0,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,2.0,1.0,1.0,Tarik Cohen,0.0,0.0193726937269372,0.1743542435424354,0.0304428044280442,0.4326568265682656,0.5581180811808117,0.3736162361623616,0.2495492398030489,0.4604760323979457,0.30670084291893307,0.18694563874656278,0.12326223669556888,0.09597581007658616,0.039147675284357385,0.017998634519646187,0.0011504545374004269
James Conner,0.4585678630066674,2017,0.1964944649446494,0.9086715867158672,0.9916974169741696,0.3256457564575645,0.0,0.4769372693726937,0.8809963099630995,1.0,0.7979704797047971,1.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,6.0,2.0,0.0,James Conner,0.9391143911439116,0.9455719557195572,0.7666051660516604,0.6678966789667896,0.1669741697416974,0.6051660516605166,0.9621771217712176,0.5674684328941497,0.0413522521600239,0.5861116166790155,0.46859136445426386,0.3881761955897832,0.3466631713066744,0.23113324801196586,0.16267388774349936,0.046927566900411694
Wayne Gallman,1.0480388031036183,2017,0.4686346863468634,0.8856088560885609,0.0,0.5387453874538746,0.9178966789667896,0.0,0.0,0.4833948339483395,0.0,0.5119926199261993,0.0,0.5046125461254612,0.9418819188191884,0.0,0.0,0.507380073800738,1.0,0.0,0.0,Wayne Gallman,0.82380073800738,0.533210332103321,0.6817343173431734,0.7453874538745386,0.5479704797047971,0.3339483394833948,0.2250922509225092,0.3924450179877727,0.355469633854397,0.3134613043426655,0.19281933008173543,0.12811565669021172,0.10021636286894393,0.04155922316699413,0.01938324595509582,0.0013034365068128782
Brian Hill,1.3182129839813876,2017,0.9031365313653136,0.4529520295202952,0.0,0.5387453874538746,0.5618081180811808,0.0,0.0,0.4833948339483395,0.7057195571955719,0.0,0.8865313653136531,0.0,0.9105166051660516,1.0,0.0,0.507380073800738,0.0,0.0,0.0,Brian Hill,0.9391143911439116,0.6402214022140221,0.5156826568265682,0.1346863468634686,0.853321033210332,0.1983394833948339,0.3284132841328413,0.0767750620167409,0.1032990666995353,0.14462315599334843,0.06434084634180386,0.03254982155717645,0.021615308841098316,0.0049841442828315735,0.001397903622254178,1.5538995247039908e-05
Joe Williams,0.5813743088601989,2017,0.5876383763837638,0.716789667896679,0.8404059040590406,0.0,0.0,0.4769372693726937,0.0,0.4833948339483395,0.0,0.5119926199261993,0.8477859778597785,1.0,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Joe Williams,0.6503690036900369,0.3699261992619926,0.1383763837638376,0.0830258302583025,0.853321033210332,0.3736162361623616,0.1162361623616236,0.2001283525387229,0.1366914626929605,0.3200182366925286,0.1985671181248215,0.1329007369011352,0.10441605271655942,0.04398634056287687,0.02079639413007675,0.0014674800698516344
Donnel Pumphrey,0.8515484897379682,2017,0.9142066420664204,0.257380073800738,0.0,0.5387453874538746,0.6725092250922509,1.0,0.0,0.4833948339483395,0.0,0.5119926199261993,0.904981549815498,0.9105166051660516,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Donnel Pumphrey,0.0765682656826568,0.0138376383763837,0.3182656826568265,0.0,0.3459409594095941,0.4031365313653136,0.3597785977859778,0.1450239319040475,0.089818262922283,0.17580524908217243,0.08487864254644073,0.04599835256135949,0.03183515451805241,0.008512824964706784,0.002714621790972984,4.75295150934293e-05
Saquon Barkley,-2.0712449215760804,2018,0.2186346863468634,0.646678966789668,0.6226937269372694,0.0,0.8459409594095941,0.0,0.0,0.4833948339483395,0.6263837638376384,1.0,0.0,0.5046125461254612,0.0,0.540590405904059,0.0,0.507380073800738,6.0,3.0,1.0,Saquon Barkley,0.82380073800738,0.9455719557195572,0.1125461254612546,0.977859778597786,0.0867158671586715,0.8653136531365313,0.1706642066420664,0.8304920206261317,0.847754887871708,0.8238993490606007,0.7596899486320545,0.7095611618203178,0.6810506980835137,0.5879614215835972,0.5176534603709779,0.3298264879355553
Derrius Guice,-0.6712514388458218,2018,0.316420664206642,0.7961254612546125,0.8883763837638377,0.0,0.7038745387453875,0.0,0.0,0.4833948339483395,0.731549815498155,1.0,0.8809963099630995,1.0,0.0,0.540590405904059,0.0,0.507380073800738,0.0,0.0,0.0,Derrius Guice,0.4326568265682656,0.7878228782287823,0.3782287822878228,0.1346863468634686,0.0267527675276752,0.75,0.9916974169741696,0.4663156995927394,0.139155080734746,0.656607665379654,0.5505299058845213,0.4746770482783082,0.43423000742173656,0.31557343595930165,0.23932368437982068,0.0899233221727695
